index,capacity,chp,chp_capacity,city,commissioned,company,zone,eta,fuel,lat,lon,name,postcode,status,street,technology
1901,102,,,Olivone,1962,,CH,,Hydro,46.53967951,8.949111449,Olivone,,,,Reservoir
1902,324,,,Biasca,2007,,CH,,Hydro,46.33498852,8.982649599,Biasca,,,,Reservoir
1903,20.9,,,"Mesocco, Spina",1962,,CH,,Hydro,46.43113436,9.206999104,Spina (Isola),,,,Reservoir
1904,4.2,,,"Mesocco, Spina",1963,,CH,,Hydro,46.43113436,9.206999104,Spina (Valbella),,,,Run-of-river
1905,0.35,,,"Mesocco, Camou",2010,,CH,,Hydro,46.41963529,9.234467239,Mesocco (Nan Ros),,,,Run-of-river
1906,83,,,Soazza,1961,,CH,,Hydro,46.3424239,9.212166351,Soazza,,,,Run-of-river
1907,25,,,"Lostallo, Rura",1958,,CH,,Hydro,46.32195766,9.209030788,Lostallo,,,,Run-of-river
1908,0.3,,,Piani di Verdabbio,1987,,CH,,Hydro,46.28515565,9.174218376,Tecnicama,,,,Run-of-river
1909,37.5,,,"Grono, Oltra",1965,,CH,,Hydro,46.242012,9.153520004,Grono,,,,Run-of-river
1910,20.8,,,Roveredo,1951,,CH,,Hydro,46.23920795,9.118549621,Calancasca,,,,Run-of-river
1911,15.5,,,Giubiasco,1970,,CH,,Hydro,46.16806361,9.016899527,Morobbia,,,,Run-of-river
1912,132.5,,,Gordola,1965,,CH,,Hydro,46.19421678,8.849101117,Verzasca (Gordola),,,,Reservoir
1913,4.25,,,Tenero,1972,,CH,,Hydro,46.18165823,8.853309454,Verzasca (Tenero),,,,Run-of-river
1914,54,,,Piano di Peccia,1955,,CH,,Hydro,46.41564187,8.61147407,Sambuco-Peccia,,,,Pumped storage
1915,0.98,,,Piano di Peccia,1991,,CH,,Hydro,46.41564187,8.61147407,Corgello-Peccia,,,,Run-of-river
1916,192,,,Robiei,2016,,CH,,Hydro,46.44499479,8.508901501,Robiei,,,,Pumped storage
1917,140,,,San Carlo,1966,,CH,,Hydro,46.41035376,8.537612845,Bavona,,,,Reservoir
1918,2.12,,,"Broglio, Corsgèla in Lavizarra",2016,,CH,,Hydro,,,Kraftwerk Tomè,,,,Run-of-river
1919,114,,,Cavergno,1955,,CH,,Hydro,46.35364109,8.595323533,Cavergno,,,,Reservoir
1920,119,,,Brissago,1953,,CH,,Hydro,46.13182428,8.716787353,Verbano 1,,,,Reservoir
1921,62,,,Brissago,1973,,CH,,Hydro,46.13217673,8.717442638,Verbano 2,,,,Reservoir
1922,1.28,,,Campo Vallemaggia,2002,,CH,,Hydro,46.28531017,8.508614627,Campo Vallemaggia,,,,Run-of-river
1923,1.38,,,"Cerentino, Collinasca",2004,,CH,,Hydro,46.30657713,8.551612645,Cerentino,,,,Run-of-river
1924,8.94,,,"Someo, Giumaglio",1967,,CH,,Hydro,46.28241272,8.669718834,Giumaglio,,,,Run-of-river
1925,3.1,,,"Tegna, Ponte Brolla",1958,,CH,,Hydro,46.18559009,8.751208893,Ponte Brolla,,,,Run-of-river
1926,5,,,Sonvico,1991,,CH,,Hydro,46.04799263,8.97466556,Cassarate - Franscinone,,,,Run-of-river
1927,0.84,,,Sigirino (Monteceneri),2015,,CH,,Hydro,46.07743351,8.912533687,Sigirino (Monteceneri),,,,Run-of-river
1928,0.95,,,Maroggia,1999,,CH,,Hydro,45.93944539,8.977679677,Valmara,,,,Run-of-river
1929,11.33,,,Gabi,1986,,CH,,Hydro,46.18821153,8.070066985,Gabi,,,,Run-of-river
1930,46,,,"Gondo, San Marco",1979,,CH,,Hydro,46.19600922,8.150604223,Gondo,,,,Run-of-river
1931,5.2,,,"Gondo, Tannuwald",1979,,CH,,Hydro,46.14994099,8.107936687,Tannuwald,,,,Run-of-river
1932,9.5,,,"Poschiavo, Alpe Palü",2004,,CH,,Hydro,46.37249504,10.02897447,Palü,,,,Reservoir
1933,0,,,"Poschiavo, Bernina",1923,,CH,,Hydro,46.37249504,10.02897447,Palü,,,,Reservoir
1934,7,,,"Poschiavo, Cavaglia",1975,,CH,,Hydro,46.36809688,10.03630585,Cavaglia,,,,Reservoir
1935,27,,,"S. Carlo, Robbia",2005,,CH,,Hydro,46.34826422,10.06109217,Robbia,,,,Reservoir
1936,0.51,,,"San Carlo, Pedecosta",2010,,CH,,Hydro,46.35764543,10.07571521,Pedecosta,,,,Run-of-river
1937,50,,,Campocologno,2003,,CH,,Hydro,46.23218789,10.14369463,Campocologno 1,,,,Reservoir
1938,1.62,,,Campocologno,1950,,CH,,Hydro,46.23080211,10.14518215,Campocologno 2,,,,Reservoir
1939,6.6,,,Casaccia,1961,,CH,,Hydro,46.38064012,9.657963276,Lizun,,,,Run-of-river
1940,86,,,Casaccia,2004,,CH,,Hydro,46.37495221,9.658900883,Albignawerk Löbbia,,,,Reservoir
1941,0.5,,,Plancanin,1991,,CH,,Hydro,46.36389665,9.712656222,Plancanin,,,,Run-of-river
1942,9,,,Casaccia,1960,,CH,,Hydro,46.37495221,9.658900883,Fornowerk Löbbia,,,,Run-of-river
1943,0,,,Casaccia,1967,,CH,,Hydro,46.37495221,9.658900883,Albignawerk Löbbia,,,,Reservoir
1944,0,,,Murtaira,1963,,CH,,Hydro,46.37495221,9.658900883,Albignawerk Löbbia,,,,Reservoir
1945,6.9,,,Bondo,1962,,CH,,Hydro,46.33399639,9.55121329,Bondo,,,,Run-of-river
1946,100,,,Castasegna,1980,,CH,,Hydro,46.33609811,9.515437008,Castasegna,,,,Reservoir
1947,1.47,,,Silvaplana,1973,,CH,,Hydro,46.45962429,9.793376732,Silvaplana,,,,Run-of-river
1948,0.96,,,Scuol,2014,,CH,,Hydro,46.80505921,10.32899736,Pradella - Dotierzentrale,,,,Run-of-river
1949,4.4,,,Celerina,2007,,CH,,Hydro,46.50561958,9.857289017,Islas,,,,Run-of-river
1950,0.31,,,"Roseg, Samedan",2003,,CH,,Hydro,46.51174319,9.878159147,"Roseg, Samedan",,,,Run-of-river
1951,1.6,,,"Pontresina, Morteratsch",2016,,CH,,Hydro,46.45258034,9.941646823,Morteratsch,,,,Run-of-river
1952,0.36,,,Samedan,1992,,CH,,Hydro,46.54192329,9.893476013,Champagna 1,,,,Run-of-river
1953,1.56,,,Madulain,1980,,CH,,Hydro,46.58527095,9.93630252,Madulain,,,,Run-of-river
1954,5.86,,,Susch,2015,,CH,,Hydro,46.75519301,10.08403667,Susasca,,,,Run-of-river
1955,3.07,,,Lavin,2014,,CH,,Hydro,46.76897795,10.11431787,Ouvra Electrica Lavinuoz Lavin,,,,Run-of-river
1956,0.35,,,Guarda-Giarsun Gmd. Scuol,1998,,CH,,Hydro,46.76848233,10.14298077,Guarda (Ara),,,,Run-of-river
1957,6.6,,,Ardez,2014,,CH,,Hydro,46.7776529,10.22572094,Tasnan,,,,Run-of-river
1958,0.92,,,Tarasp,2010,,CH,,Hydro,46.78990298,10.283756,Tarasp (Ischla),,,,Run-of-river
1959,1.9,,,Scuol,2001,,CH,,Hydro,46.78849404,10.29691776,Clemgia,,,,Run-of-river
1960,0.3,,,Strada,1994,,CH,,Hydro,46.87027025,10.43580135,Chasura,,,,Run-of-river
1961,0.96,,,Samnaun-Compatsch,1970,,CH,,Hydro,46.96038462,10.42176816,Schergenbach,,,,Run-of-river
1962,2.8,,,Zernez,1969,,CH,,Hydro,46.62344419,10.19320361,Punt dal Gall-Dotieranlage,,,,Run-of-river
1963,54,,,Zernez,1970,,CH,,Hydro,46.67825853,10.14447535,Ova Spin,,,,Pumped storage
1964,0.47,,,Zernez,1969,,CH,,Hydro,46.67825853,10.14447535,Ova Spin-Dotieranlage,,,,Run-of-river
1965,300,,,Scuol,1970,,CH,,Hydro,46.80458025,10.333691,Pradella,,,,Reservoir
1966,84,,,Martina,1994,,CH,,Hydro,46.88211554,10.46455771,Pradella-Martina,,,,Reservoir
1967,2,,,Sta.Maria,1995,,CH,,Hydro,46.5965487,10.42780455,Muranzina,,,,Run-of-river
1968,1.07,,,Müstair/Chasseras,1991,,CH,,Hydro,46.6140138,10.44144265,Chasseras,,,,Run-of-river
1969,390,,,Mühleberg,1972,BKW FMB Energie AG,CH,,Nuclear,45.96917,7.26961,Mühleberg,,,,Steam turbine
1970,1035,,,Däniken,1979,Kernkraftwerk Gösgen-Däniken AG,CH,,Nuclear,47.36552,7.96779,Gösgen,,,,Steam turbine
1971,380,,,Döttingen,1969,Axpo AG,CH,,Nuclear,47.55198,8.22825,Beznau 1,,,,Steam turbine
1972,380,,,Döttingen,1971,Axpo AG,CH,,Nuclear,47.55198,8.22825,Beznau 2,,,,Steam turbine
1973,1245,,,Leibstadt,1984,Kernkraftwerk Leibstadt AG,CH,,Nuclear,47.60109,8.18259,Leibstadt,,,,Steam turbine
1974,395,,,TORINO,,,IT,,Fossil fuels,45.10383,7.61308,TORINO NORD,,,,
1975,787,,,APRILIA,,,IT,,Fossil fuels,45.56156,12.63364,CCGT APRILIA,,,,
1976,400,,,TARANTO,,,IT,,Fossil fuels,40.50201,17.21321,ILVA TARANTO CET3,,,,
1977,125,,,ENTRACQUE,,,IT,,Hydro,44.22573,7.39012,ENTRACQUE ROVINA,,,,
1978,174.6,,,ALESSANDRIA,,,IT,,Fossil fuels,44.9129225,8.615321,ALESSANDRIA,,,,
1979,140,,,VERZUOLO,,,IT,,Fossil fuels,44.59458,7.48615,VERZUOLO,,,,
1980,1123,,,CHIVASSO,,,IT,,Fossil fuels,45.18577,7.90138,CHIVASSO,,,,
1981,804,,,LIVORNO FERRARIS,,,IT,,Fossil fuels,45.23754,8.19243,E.ON C.TE LIVORNO FERRARIS ,,,,
1982,1064,,,ENTRACQUE,,,IT,,Hydro,44.16945,7.33204,ENTRACQUE_CHRO,,,,
1983,122,,,TORINO,,,IT,,Fossil fuels,45.07564,7.61103,U.O. MIRAFIORI,,,,
1984,379.5,,,LEINI',,,IT,,Fossil fuels,45.16269,7.75045,LEINI,,,,
1985,780,,,MONCALIERI,,,IT,,Fossil fuels,44.99293,7.67541,MONCALIERI,,,,
1986,150,,,VENAUS,,,IT,,Hydro,45.141299,6.962786,PONT VENTOUX,,,,
1987,135,,,LOCANA,,,IT,,Hydro,45.435348,7.418466,ROSONE,,,,
1988,710.2,,,TRINO,,,IT,,Fossil fuels,45.1939397,8.2969866,TRINO,,,,
1989,230,,,VENAUS,,,IT,,Hydro,45.161887,7.008396,VENAUS,,,,
1990,126,,,AVISE,,,IT,,Hydro,45.700913,7.193059,AVISE,,,,
1991,130,,,VALPELLINE,,,IT,,Hydro,45.825196,7.333163,VALPELLINE,,,,
1992,969.07,,,CASSANO D'ADDA,,,IT,,Fossil fuels,45.51234,9.50979,CASSANO,,,,
1993,400,,,PONTI SUL MINCIO,,,IT,,Fossil fuels,45.39991,10.71428,CTE DEL MINCIO,,,,
1994,800,,,TERRANOVA DEI PASSERINI,,,IT,,Fossil fuels,45.22676,9.63727,CENTRALE DI TURANO LODIGIANO - BERTONICO (LO),,,,
1995,116.7,,,BRESCIA,,,IT,,Fossil fuels,45.51658,10.21182,LAMARMORA,,,,
1996,121.7,,,DALMINE,,,IT,,Fossil fuels,45.63919,9.60481,TENARIS DALMINE S.P.A.,,,,
1997,950,,,EDOLO,,,IT,,Hydro,46.172153,10.344367,EDOLO,,,,
1998,800,,,MANTOVA,,,IT,,Fossil fuels,45.15026,10.83491,ENIPOWER MANTOVA,,,,
1999,950,,,FERRERA ERBOGNONE,,,IT,,Fossil fuels,45.09963,8.86632,ENIPOWER FERRERA ERBOGNONE,,,,
2000,137.2,,,GARGNANO,,,IT,,Hydro,45.703881,10.686097,GARGNANO,,,,
2001,188,,,LANZADA,,,IT,,Hydro,46.268585,9.877013,LANZADA,,,,
2002,1457,,,OSTIGLIA,,,IT,,Fossil fuels,45.06032,11.13742,OSTIGLIA,,,,
2003,1000,,,MACCAGNO CON PINO E VEDDASCA,,,IT,,Hydro,46.067588,8.731877,RONCOVALGRANDE,,,,
2004,568,,,SELLERO,,,IT,,Hydro,46.049856,10.351457,S.FIORANO,,,,
2005,144,,,SONDRIO,,,IT,,Hydro,46.286138,10.265884,SONDRIO,,,,
2006,1102,,,SERMIDE,,,IT,,Fossil fuels,45.02539,11.25398,SERMIDE,,,,
2007,110.6,,,SESTO SAN GIOVANNI,,,IT,,Fossil fuels,45.54244,9.25239,SESTO SAN GIOVANNI,,,,
2008,1569,,,MILANO,,,IT,,Fossil fuels,45.52051,8.74128,TURBIGO,,,,
2009,1450,,,MONTANASO LOMBARDO,,,IT,,Fossil fuels,45.33248,9.43621,TAVAZZANO,,,,
2010,380.5,,,VOGHERA,,,IT,,Fossil fuels,45.02959,8.97244,VOGHERA,,,,
2011,164.34,,,MESE,,,IT,,Hydro,46.304613,9.376503,MESE,,,,
2012,229.9,,,CIMEGO,,,IT,,Hydro,45.923109,10.628414,CIMEGO,,,,
2013,121,,,CORNEDO ALL'ISARCO,,,IT,,Hydro,46.494973,11.395485,CARDANO,,,,
2014,101.6,,,MALLES VENOSTA,,,IT,,Hydro,46.6879187,10.5465492,SELED GLORENZA,,,,
2015,120,,,LANA,,,IT,,Hydro,46.6073775,11.1613274,LANA,,,,
2016,175,,,NATURNO,,,IT,,Hydro,46.651148,10.993403,CENTRALE NATURNO,,,,
2017,117,,,RIVA DEL GARDA,,,IT,,Hydro,45.883103,10.837735,RIVA DEL GARDA - NUOVO,,,,
2018,180,,,EGNA,,,IT,,Hydro,46.290466,11.245401,S.FLORIANO,,,,
2019,110,,,NAGO-TORBOLE,,,IT,,Hydro,45.882608,10.882742,TORBOLE,,,,
2020,236,,,VENEZIA,,,IT,,Fossil fuels,45.44611,12.25556,AZOTATI,,,,
2021,134.4,,,PORTO VIRO,,,IT,,Fossil fuels,45.01856,12.24091,PORTO VIRO,,,,
2022,210,,,VITTORIO VENETO,,,IT,,Hydro,46.028439,12.300677,FADALTO,,,,
2023,871,,,VENEZIA,,,IT,,Fossil fuels,45.43175,12.24662,FUSINA T.,,,,
2024,752.5,,,VENEZIA,,,IT,,Fossil fuels,45.45062,12.23063,LEVANTE,,,,
2025,126,,,VENEZIA,,,IT,,Fossil fuels,45.4371908,12.3345898,PORTO MARGHERA,,,,
2026,2140,,,PORTO TOLLE,,,IT,,Fossil fuels,44.95602,12.48655,PORTO TOLLE,,,,
2027,210,,,SOVERZENE,,,IT,,Hydro,46.201029,12.302334,SOVERZENE,,,,
2028,170,,,TRIESTE,,,IT,,Fossil fuels,45.61949,13.78295,CET SERVOLA,,,,
2029,617,,,MONFALCONE,,,IT,,Fossil fuels,45.79701,13.54719,MONFALCONE,,,,
2030,162.25,,,CAVAZZO CARNICO,,,IT,,Hydro,46.343237,13.067161,SOMPLAGO,,,,
2031,809,,,TORVISCOSA,,,IT,,Fossil fuels,45.81709,13.28915,TORVISCOSA,,,,
2032,274,,,GENOVA,,,IT,,Fossil fuels,44.40318,8.90404,GENOVA T.,,,,
2033,1169.3,,,LA SPEZIA,,,IT,,Fossil fuels,44.11169,9.87528,SPEZIA CENTR,,,,
2034,1352.5,,,QUILIANO,,,IT,,Fossil fuels,44.27534,8.43068,VADO TERM.,,,,
2035,281,,,CAMUGNANO,,,IT,,Hydro,44.117039,11.04338,BARGI CENTRALE,,,,
2036,136,,,FERRARA,,,IT,,Fossil fuels,44.86062,11.58636,CENTRO ENERGIA FERRARA,,,,
2037,174.6,,,CARPI,,,IT,,Fossil fuels,44.7835699,10.8854523,CARPI TURBOGAS,,,,
2038,700,,,FERRARA,,,IT,,Fossil fuels,44.86406,11.59439,S.E.F. SRL,,,,
2039,963.8,,,RAVENNA,,,IT,,Fossil fuels,44.44878,12.23792,ENIPOWER RAVENNA,,,,
2040,137,,,PARMA,,,IT,,Fossil fuels,44.92466,10.30298,SAN  QUIRICO,,,,
2041,1441.59,,,CASTEL SAN GIOVANNI,,,IT,,Fossil fuels,45.09059,9.48009,LA CASELLA C.LE,,,,
2042,741.2,,,RAVENNA,,,IT,,Fossil fuels,44.48365,12.26438,PORTO CORSINI,,,,
2043,806,,,PIACENZA,,,IT,,Fossil fuels,45.05508,9.70924,PIACENZA,,,,
2044,180,,,SARMATO,,,IT,,Fossil fuels,45.05207,9.50625,SARMATO,,,,
2045,203.3,,,COLLESALVETTI,,,IT,,Fossil fuels,43.588912,10.476264,ENIPOWER LIVORNO,,,,
2046,102,,,PORCARI,,,IT,,Fossil fuels,43.82342,10.60201,PORCARI,,,,
2047,181,,,PIOMBINO,,,IT,,Fossil fuels,42.94063,10.54524,ISE PIOMBINO CET3,,,,
2048,252,,,LIVORNO,,,IT,,Fossil fuels,43.56697,10.31049,LIVORNO MARZOCCO,,,,
2049,1202,,,PIOMBINO,,,IT,,Fossil fuels,42.95766,10.60334,PIOMBINO TERMICA,,,,
2050,380,,,ROSIGNANO MARITTIMO,,,IT,,Fossil fuels,43.38459,10.44666,ROSELECTRA,,,,
2051,400,,,ROSIGNANO MARITTIMO,,,IT,,Fossil fuels,43.38134,10.44855,ROSEN,,,,
2052,391.1,,,CAVRIGLIA,,,IT,,Fossil fuels,43.56419,11.47714,S.BARBARA,,,,
2053,134,,,GUALDO CATTANEO,,,IT,,Fossil fuels,42.89659,12.53886,BASTARDO,,,,
2054,326,,,TERNI,,,IT,,Hydro,42.5641417,12.6405466,GALLETO,,,,
2055,539.6,,,PIEGARO,,,IT,,Fossil fuels,42.99637,12.20013,PIETRAFITTA,,,,
2056,297.5,,,FALCONARA MARITTIMA,,,IT,,Fossil fuels,43.64113,13.37936,API ENERGIA IGCC,,,,
2057,140,,,JESI,,,IT,,Fossil fuels,43.55335,13.28534,JESI,,,,
2058,131.1,,,ROMA,,,IT,,Fossil fuels,41.81029,12.42105,TOR DI VALLE,,,,
2059,3446,,,MONTALTO DI CASTRO,,,IT,,Fossil fuels,42.35689,11.53331,MONTALTO C.LE,,,,
2060,1845,,,CIVITAVECCHIA,,,IT,,Fossil fuels,42.12831,11.75667,TORREVAL.NORD,,,,
2061,1488,,,CIVITAVECCHIA,,,IT,,Fossil fuels,42.12326,11.76448,TORREVALDALIGA,,,,
2062,122,,,BUSSI SUL TIRINO,,,IT,,Fossil fuels,42.20013,13.83976,BUSSI,,,,
2063,840,,,GISSI,,,IT,,Fossil fuels,42.04995,14.56371,GISSI,,,,
2064,110,,,ORTONA,,,IT,,Fossil fuels,42.32325,14.37755,CTE TAMARETE,,,,
2065,110,,,TERAMO,,,IT,,Hydro,42.6612893,13.6983524,MONTORIO,,,,
2066,139,,,L'AQUILA,,,IT,,Hydro,42.511133,13.410606,PROVVIDENZA,,,,
2067,495,,,FANO ADRIANO,,,IT,,Hydro,42.53754,13.555651,S.GIACOMO,,,,
2068,175,,,CELANO,,,IT,,Fossil fuels,42.04813,13.53618,CELANO,,,,
2069,248,,,URURI,,,IT,,Fossil fuels,41.81949,14.96602,LARINO TG,,,,
2070,769,,,TERMOLI,,,IT,,Fossil fuels,41.93709,15.00047,ENERGIA MOLISE,,,,
2071,113,,,CAPRIATI A VOLTURNO,,,IT,,Hydro,41.476824,14.128279,CAPRIATI,,,,
2072,349.2,,,GIUGLIANO IN CAMPANIA,,,IT,,Fossil fuels,40.9286872,14.2006989,GIUGLIANO T.GAS,,,,
2073,350,,,MADDALONI,,,IT,,Fossil fuels,41.01984,14.37033,MADDALONI T.GAS,,,,
2074,380,,,NAPOLI,,,IT,,Fossil fuels,40.83397,14.30076,NAPOLI L,,,,
2075,1005,,,PRESENZANO,,,IT,,Hydro,41.380906,14.09146,PRESENZANO,,,,
2076,768.4,,,SPARANISE,,,IT,,Fossil fuels,41.17767,14.11289,SPARANISE ,,,,
2077,105,,,POMIGLIANO D'ARCO,,,IT,,Fossil fuels,40.93194,14.38492,POMIGLIANO D'ARCO,,,,
2078,404,,,TEVEROLA,,,IT,,Fossil fuels,41.00915,14.2286,CENTRALE DI TEVEROLA ,,,,
2079,500,,,BRINDISI,,,IT,,Fossil fuels,40.64398,17.98039,BRINDISI NORD,,,,
2080,2446.8,,,BRINDISI,,,IT,,Fossil fuels,40.56248,18.03191,BRINDISI SUD CE,,,,
2081,194.1,,,BARI,,,IT,,Fossil fuels,41.1257843,16.8620293,BARI,,,,
2082,810,,,MODUGNO,,,IT,,Fossil fuels,41.10268,16.75567,SORGENIA PUGLIA CENTRALE DI MODUGNO,,,,
2083,400.5,,,CANDELA,,,IT,,Fossil fuels,41.20185,15.47613,CANDELA,,,,
2084,420.538,,,SAN SEVERO,,,IT,,Fossil fuels,41.62667,15.42375,RATINO,,,,
2085,1260,,,BRINDISI,,,IT,,Fossil fuels,40.643978,17.980304,ENIPOWER BRINDISI,,,,
2086,149.6,,,MONOPOLI,,,IT,,Fossil fuels,40.957675,17.266559,IGES,,,,
2087,808,,,COSENZA,,,IT,,Fossil fuels,39.711908,16.215591,ALTOMONTE,,,,
2088,101.44,,,ACRI,,,IT,,Hydro,39.476646,16.290828,MUCONE 1S,,,,
2089,129,,,SAN GIOVANNI IN FIORE,,,IT,,Hydro,39.2529756,16.6973766,ORICHELLA,,,,
2090,768.4,,,RIZZICONI,,,IT,,Fossil fuels,38.444838,15.989969,RIZZICONI,,,,
2091,1600,,,ROSSANO,,,IT,,Fossil fuels,39.621832,16.607702,ROSSANO TE,,,,
2092,885,,,SIMERI CRICHI,,,IT,,Fossil fuels,38.875447,16.656397,SIMERI CRICHI,,,,
2093,826,,,SCANDALE,,,IT,,Fossil fuels,39.102319,17.032491,CENTRALE DI SCANDALE,,,,
2094,190,,,COTRONEI,,,IT,,Hydro,39.17553,16.780345,TIMPAGRANDE,,,,
2095,144,,,AUGUSTA,,,IT,,Fossil fuels,37.208703,15.176906,AUGUSTA C.LE,,,,
2096,100,,,GELA,,,IT,,Fossil fuels,37.057979,14.267741,RAFFINERIA DI GELA SPA,,,,
2097,500,,,PRIOLO GARGALLO,,,IT,,Hydro,37.115761,15.137157,ANAPO C.LE,,,,
2098,409.596,,,SIRACUSA,,,IT,,Fossil fuels,37.179493,15.196323,CTE NUCE NORD,,,,
2099,556,,,PRIOLO GARGALLO,,,IT,,Fossil fuels,37.122093,15.219585,ISAB ENERGY,,,,
2100,747.68,,,PRIOLO GARGALLO,,,IT,,Fossil fuels,37.13158,15.201043,PRIOLO C.LE,,,,
2101,128,,,PORTO EMPEDOCLE,,,IT,,Fossil fuels,37.287309,13.521969,PORTO EMPEDOCLE C.LE,,,,
2102,1176,,,SAN FILIPPO DEL MELA,,,IT,,Fossil fuels,38.203761,15.285385,SAN FILIPPO DEL MELA ,,,,
2103,1235,,,TERMINI IMERESE,,,IT,,Fossil fuels,37.968628,13.751201,TERMINI IMERESE C.LE,,,,
2104,170,,,TRAPANI,,,IT,,Fossil fuels,37.876736,12.589223,TRAPANI C.LE,,,,
2105,162.9,,,MILAZZO,,,IT,,Fossil fuels,38.197792,15.267587,MILAZZO,,,,
2106,176,,,ASSEMINI,,,IT,,Fossil fuels,39.227232,8.996946,ASSEMINI,,,,
2107,836,,,SASSARI,,,IT,,Fossil fuels,40.846295,8.306735,FIUMESANTO,,,,
2108,240,,,PORTOSCUSO,,,IT,,Fossil fuels,39.196025,8.40047,PORTO SCUSO,,,,
2109,432,,,PORTOSCUSO,,,IT,,Fossil fuels,39.195549,8.405091,SULCIS CENTR,,,,
2110,630,,,SARROCH,,,IT,,Fossil fuels,39.103312,9.006326,SARLUX,,,,
2111,240,,,OVODDA,,,IT,,Hydro,40.127148,9.140644,TALORO1,,,,
2112,327.1,,,-,,,IT,,Hydro,42.6384261,12.674297,VENINA,,,,
2113,117.6,,,-,,,IT,,Hydro,46.443064,9.334613,ISOLATO SPLUGA,,,,
2114,161,,,-,,,IT,,Hydro,46.326132,11.063244,TAIO,,,,
2115,655,,,-,,,IT,,Hydro,42.6384261,12.674297,GROSIO,,,,
2116,377,,,-,,,IT,,Hydro,46.067653,10.983605,S.MASSENZA 1 (Molveno),,,,
2117,130,,,-,,,IT,,Hydro,46.243788,10.457249,CEDEGOLO,,,,
2118,24,,,KAUSALA,,Oy Mankala Ab,FI,,Hydro,,,Ahvenkoski,47400,,Sitikkalantie 189,
2119,20.8,Yes,,PORI,,Pori Energia Oy,FI,,Biomass and biogas,,,Aittaluoto 1,28101,,PL 9 (Radanvarsi 2),
2120,36,Yes,,PORI,,Pori Energia Oy,FI,,Biomass and biogas,,,Aittaluoto 2,28101,,PL 9 (Radanvarsi 2),
2121,44.8,,,PL 100,,"Fortum Power & Heat , Generation",FI,,Hydro,,,Aittokoski,00048 Fortum,,Keilaniementie 1,
2122,4.6,,, Mikkeli,,Alakoski Oy,FI,,Hydro,,,Alakoski,50101,,PL166,
2123,30,Yes,,JAKOBSTAD,,Oy Alholmens Kraft Ab,FI,,Biomass and biogas,63.704653,22.705767,Alholma AK 1,68601,,PB 250,
2124,240,Yes,,JAKOBSTAD,,Oy Alholmens Kraft Ab,FI,,Biomass and biogas,63.704653,22.705767,Alholma AK 2,68601,,PB 250,
2125,160.5,Yes,,Inkeroinen,,Stora Enso Publication Papers Oy Ltd,FI,,Biomass and biogas,60.709216,26.819436,Anjalankoski,46900,,Anjalan tehtaat,
2126,20,,,ROVANIEMI,,Kemijoki Oy,FI,,Hydro,,,"Anjalankoski, G1",96101,,PL 8131,
2127,1.3,,,Äänekoski,,Koskienergia Koskivoima Oy,FI,,Hydro,62.6030084,25.7104597,Askala,44100,,Kotakennääntie 31,
2128,6.5,,,Toivala,,Savon Voima Oyj,FI,,Hydro,,,Atro,70901,,PL 1024,
2129,1.8,,,Äänekoski,,Koskienergia Koskivoima Oy,FI,,Hydro,62.6030084,25.7104597,Billnäs,44100,,Kotakennääntie 31,
2130,1.2,,,68600 Jakobstad,,Oy HERRFORS Ab,FI,,Hydro,63.6734125,22.7035546,Björkfors,,,Storgatan 8,
2131,11.6,Yes,,Valkeakoski,,Valkeakosken Energia Oy,FI,,Natural gas,,,Energia-Tietola,37601,,PL 89,
2132,4.19,,,TAMPERE,,Tampereen Sähkölaitos,FI,,Hydro,,,Finlayson ve,33101,,PL 175,
2133,32.5,,,91100 Ii,,PVO Vesivoima Oy,FI,,Hydro,,,Haapakoski,91100,,Virkkulantie 207,
2134,118.1,Yes,,Kuopio,,Kuopion Energia Oy,FI,,Biomass and biogas,62.879021,27.67349,Haapaniemi,Kuopio,,PL105,
2135,154,,,Haapavesi,,Kanteleen Voima Oy,FI,,Biomass and biogas,64.121944,25.413056,Haapavesi,86600,,"PL 47, Turvetie 112",
2136,2.7,Yes,,Jyväskylä,,Vapo Oy,FI,,Biomass and biogas,64.121944,25.413056,Haapavesi,40101,,PL 22,
2137,2.5,,,Kannus,,Korpelan Voima kuntayhtymä,FI,,Hydro,,,Hamari,69101,,PL 13,
2138,1.5,Yes,,Hamina,,Haminan Energia Oy,FI,,Natural gas,60.576809,27.1788755,Haminan höyrykattilalaitos,48810,,Reutsinkatu 12,
2139,212,Yes,,HELEN,,Helsingin Energia,FI,,Hard coal,60.182557,24.969299,Hanasaari B,90,,Kampinkuja 2,Steam turbine
2140,1.5,,,Helsinki,,Vattenfall Sähköntuotanto oy,FI,,Hydro,,,Hanhikoski,240,,Maaistraatinportti 4 A,
2141,9.6,Yes,,,,,FI,,Natural gas,60.4527986,22.3705895,Harabacka,6100,,,
2142,105,,,Harjavalta,,Länsi-Suomen Voima Oy,FI,,Hydro,61.337963,22.114236,Harjavalta,29200,,Voimalaitoksentie 70,
2143,6.3,,,Pori,,Suomen Teollisuuden Energiapalvelut - STEP Oy,FI,,Oil,61.337963,22.114236,Harjavalta,28101,,PL 9 (Radanvarsi 2),
2144,1.1,,,Esse,,Esse Elektro-Kraft Ab,FI,,Hydro,,,Hattarfors,68820,,Seinpottvägen 3,
2145,0,,,Vantaa,,Adven Oy,FI,,Biomass and biogas,60.2927526,24.9753698,Heinola,1510,,Äyritie 18,
