index,capacity,chp,chp_capacity,city,commissioned,company,zone,eta,fuel,lat,lon,name,postcode,status,street,technology
5835,402.68,,,Cartagena,2006,"GDF SUEZ CARTAGENA ENERGIA, S.L.",ES,,Natural gas,37.573129,-0.938909,ESCOMBRERAS GRUPO 1,,,,
5836,401.37,,,Cartagena,2006,"GDF SUEZ CARTAGENA ENERGIA, S.L.",ES,,Natural gas,37.573129,-0.938909,ESCOMBRERAS GRUPO 2,,,,
5837,395.2,,,Cartagena,2006,"GDF SUEZ CARTAGENA ENERGIA, S.L.",ES,,Natural gas,37.573129,-0.938909,ESCOMBRERAS GRUPO 3,,,,
5838,412.77,,,Cartagena,2006,"GAS NATURAL FENOSA GENERACION, S.L.U.",ES,,Natural gas,37.572744,-0.938408,CARTAGENA GRUPO 3,,,,
5839,390.94,,,Huelva,2006,ENDESA GENERACION S.A.,ES,,Natural gas,37.216397,-6.943633,CRISTOBAL COLON,,,,
5840,372.66,,,Villaseca de la Sagra,2006,"GAS NATURAL FENOSA GENERACION, S.L.U.",ES,,Natural gas,39.943972,-3.854838,"ACECA, GRUPO 4",,,,
5841,0.136,,,Bossost,,COMUNIDAD MOLINO VIEJO DE BOSSOST,ES,,Hydro,42.7859893,0.69312,DEL MOLINO,,,,
5842,0.2,,,Bossost,,COMUNIDAD MOLINO VIEJO DE BOSSOST,ES,,Hydro,42.7859893,0.69312,RESSEC (ASERRADORA),,,,
5843,790.68,,,Castelnou,2006,"CASTELNOU ENERGIA, S.L.",ES,,Other or unspecified energy sources,41.216921,-0.294205,CICLO COMBINADO DE CASTELNOU,,,,
5844,815.64,,,Cartagena,2006,"IBERDROLA GENERACION, S.A.",ES,,Natural gas,37.5647,-0.951324,CTCC ESCOMBRERAS,,,,
5845,405,,,Vandellos i lHospitalet de lInfant,2007,"ALPIQ ENERGIA ESPANA, S.A.U.",ES,,Natural gas,40.959398,0.869636,CTCC PLANA DEL VENT 1,,,,
5846,409.73,,,Sagunto/Sagunt,2007,"GAS NATURAL FENOSA GENERACION, S.L.U.",ES,,Natural gas,39.642475,-0.233208,"CCC SAGUNTO, GRUPO 1",,,,
5847,414.03,,,Vandellos i lHospitalet de lInfant,2007,"ALPIQ ENERGIA ESPANA, S.A.U.",ES,,Natural gas,40.959398,0.869636,CTCC PLANA DEL VENT 2,,,,
5848,411.82,,,Sagunto/Sagunt,2007,"GAS NATURAL FENOSA GENERACION, S.L.U.",ES,,Natural gas,39.642475,-0.233208,"CCC SAGUNTO, GRUPO 2",,,,
5849,410.64,,,Sagunto/Sagunt,2007,"GAS NATURAL FENOSA GENERACION, S.L.U.",ES,,Natural gas,39.642475,-0.233208,"CCC SAGUNTO, GRUPO 3",,,,
5850,855.67,,,Pontes de Garcia Rodriguez (As),2008,ENDESA GENERACION S.A.,ES,,Natural gas,43.444418,-7.864334,"CTCC AS PONTES, GRUPO 5",,,,
5851,391.31,,,Arteixo,2008,"GAS NATURAL FENOSA GENERACION, S.L.U.",ES,,Natural gas,43.329639,-8.501986,"CTCC SABON, GRUPO 3",,,,
5852,274.635,,,Escatron,2007,"GLOBAL 3 COMBI, S.L.U.",ES,,Natural gas,41.296437,-0.336406,CTCC ESCATRON,,,,
5853,804.36,,,Escatron,2008,"VIESGO GENERACION, S.L.",ES,,Natural gas,41.296437,-0.336406,ESCATRON,,,,
5854,839.35,,,Castellon de la Plana/Castello de la Plana,2008,"IBERDROLA GENERACION, S.A.",ES,,Natural gas,39.958846,-0.002194,"CTCC CASTELLON, GRUPO 4",,,,
5855,415.509,,,Malaga,2009,"GAS NATURAL FENOSA GENERACION, S.L.U.",ES,,Natural gas,36.748363,-4.562831,MALA1 (CTCC MALAGA),,,,
5856,820.536,,,San Roque,2009,"VIESGO GENERACION, S.L.",ES,,Natural gas,36.182706,-5.38973,CTCC BAHIA DE ALGECIRAS,,,,
5857,426.04,,,Ribera de Arriba,2008,"CENTRAL TERMICA CICLO COMBINADO GRUPO 4, S.L.",ES,,Natural gas,43.316242,-5.876937,"CTCC SOTO DE RIBERA, GRUPO 4",,,,
5858,434.84,,,Barcelona,2010,"GAS NATURAL FENOSA GENERACION, S.L.U.",ES,,Natural gas,41.336825,2.158958,"PUERTO DE BARCELONA, GRUPO 1",,,,
5859,431.46,,,Barcelona,2010,"GAS NATURAL FENOSA GENERACION, S.L.U.",ES,,Natural gas,41.336825,2.158958,"PUERTO DE BARCELONA, GRUPO 2",,,,
5860,428.13,,,Ribera de Arriba,2011,"HIDROELECTRICA DEL CANTABRICO, S.A.",ES,,Other or unspecified energy sources,43.316242,-5.876937,"CTCC SOTO DE RIBERA, GRUPO 5",,,,
5861,859.07,,,Sant Adria de Besos,2010,ENDESA GENERACION S.A.,ES,,Natural gas,41.418465,2.228594,"BESOS, GRUPO 5",,,,
5862,49.4,,,Palos de la Frontera,2010,"COMPANIA ESPANOLA DE PETROLEOS, S.A.",ES,,Natural gas,37.183712,-6.899463,UNIDAD COGENERACION II,,,,
5863,820.536,,,San Roque,2009,"VIESGO GENERACION, S.L.",ES,,Natural gas,36.182706,-5.38973,CCC BAHIA DE ALGECIRAS,,,,
5864,185.33,,,Nogueira de Ramuin,2012,"IBERDROLA GENERACION, S.A.",ES,,Hydro,42.41433,-7.649695,"San Esteban II, Grupo 1",,,,
5865,0.096,,,Melide,1960,"HIDROELECTRICA DE LUMYMEY, S.L.",ES,,Hydro,42.9145741,-8.0136139,CENTRAL PORTOCHAO,,,,
5866,0.525,,,Santiso,1954,"HIDROELECTRICA DE LUMYMEY, S.L.",ES,,Hydro,42.8460891,-8.03872,CENTRAL DE PORTODIS,,,,
5867,219.45,,,Cortes de Pallas,,"IBERDROLA GENERACION, S.A.",ES,,Hydro,39.243581,-0.931709,La Muela II Grupo 7,,,,
5868,218.9,,,Cortes de Pallas,,"IBERDROLA GENERACION, S.A.",ES,,Hydro,39.243581,-0.931709,La Muela II Grupo 4,,,,
5869,220.85,,,Cortes de Pallas,,"IBERDROLA GENERACION, S.A.",ES,,Hydro,39.243581,-0.931709,La Muela II Grupo 5,,,,
5870,218.75,,,Cortes de Pallas,,"IBERDROLA GENERACION, S.A.",ES,,Hydro,39.243581,-0.931709,La Muela II Grupo 6,,,,
5871,25.89,,,Nogueira de Ramuin,,"IBERDROLA GENERACION, S.A.",ES,,Hydro,42.40291565,-7.705707545,Central de San Pedro II Grupo 1,,,,
5872,616,,,,2003,AES,UK,,Natural gas,54.842785,-5.784617,Ballylumford C,,,,Combined cycle
5873,520,,,,1981,AES,UK,,Mixed fossil fuels,54.725074,-5.767628,Kilroot,,,,
5874,540,,,,1968,AES,UK,,Natural gas,54.844944,-5.786942,Ballylumford B,,,,
5875,116,,,,1968,AES,UK,,Oil,54.844944,-5.786942,Ballylumford B OCGT,,,,
5876,142,,,,1981,AES,UK,,Oil,54.725074,-5.767628,Kilroot OCGT,,,,
5877,1050,,,,1983,British Energy (now part of EDF),UK,,Nuclear,50.913842,0.959699,Dungeness B,,,,Steam turbine
5878,1180,,,,1984,British Energy (now part of EDF),UK,,Nuclear,54.635479,-1.181119,Hartlepool,,,,Steam turbine
5879,1155,,,,1984,British Energy (now part of EDF),UK,,Nuclear,54.029263,-2.915381,Heysham 1,,,,Steam turbine
5880,1230,,,,1988,British Energy (now part of EDF),UK,,Nuclear,54.029263,-2.915381,Heysham 2,,,,Steam turbine
5881,955,,,,1976,British Energy (now part of EDF),UK,,Nuclear,51.207959,-3.130173,Hinkley Point B,,,,Steam turbine
5882,965,,,,1976,British Energy (now part of EDF),UK,,Nuclear,55.722772,-4.891078,Hunterston B,,,,Steam turbine
5883,1198,,,,1995,British Energy (now part of EDF),UK,,Nuclear,52.21511,1.62013,Sizewell B,,,,Steam turbine
5884,1185,,,,1988,British Energy (now part of EDF),UK,,Nuclear,55.967523,-2.407059,Torness,,,,Steam turbine
5885,900,,,,2016,Carrington Power,UK,,Natural gas,54.7023545,-3.2765753,Carrington,,,,Combined cycle
5886,235,,,,1998,Centrica,UK,,Natural gas,51.408887,-3.229519,Barry,,,,Combined cycle
5887,150,,,,1993,Centrica,UK,,Natural gas,53.622551,-0.701141,Glanford Brigg,,,,Combined cycle
5888,905,,,,2010,Centrica,UK,,Natural gas,50.388299,-4.010897,Langage,,,,Combined cycle
5889,240,,,,1993,Centrica,UK,,Natural gas,52.576906,-0.204006,Peterborough,,,,Combined cycle
5890,1310,,,,1996,Centrica,UK,,Natural gas,53.602042,-0.144875,South Humber Bank,,,,Combined cycle
5891,408,,,,2005,Coolkeeragh ESB Ltd,UK,,Natural gas,55.043914,-7.249869,Coolkeeragh,,,,Combined cycle
5892,53,,,,2005,Coolkeeragh ESB Ltd,UK,,Oil,55.043914,-7.249869,Coolkeeragh OCGT,,,,
5893,401,,,,1993,Corby Power Ltd,UK,,Natural gas,52.510805,-0.681333,Corby,,,,Combined cycle
5894,1980,,,,1974,Drax Power Ltd,UK,,Biomass and biogas,53.73648,-0.996463,Drax - biomass units,,,,
5895,1980,,,,1974,Drax Power Ltd,UK,,Hard coal,53.73648,-0.996463,Drax - coal units,,,,
5896,75,,,,1971,Drax Power Ltd,UK,,Oil,53.73648,-0.996463,Drax GT,,,,
5897,33,,,,2015,E.On UK,UK,,Biomass and biogas,53.418536,-1.404776,Blackburn Meadows,,,,
5898,50,,,,2007,E.On UK,UK,,Biomass and biogas,54.7023545,-3.2765753,Steven's Croft *,,,,
5899,56,,,,2002,E.On UK,UK,,Natural gas,53.732003,-1.342831,Castleford,,,,Combined cycle
5900,56,,,,1999,E.On UK,UK,,Natural gas,53.165356,-2.40608,Sandbach,,,,Combined cycle
5901,50,,,,1998,E.On UK,UK,,Natural gas,53.677056,-1.654963,Thornhill,,,,Combined cycle
5902,1332,,,,2012,EDF Energy,UK,,Natural gas,53.361541,-0.810597,West Burton CCGT,,,,Combined cycle
5903,2008,,,,1969,EDF Energy,UK,,Hard coal,53.303711,-0.778882,Cottam,,,,
5904,2012,,,,1967,EDF Energy,UK,,Hard coal,53.361541,-0.810597,West Burton,,,,
5905,1,,,,2000,EDF Energy,UK,,Natural gas,51.496234,-0.021774,Barkantine Heat & Power Company *,,,,
5906,9,,,,2000,EDF Energy,UK,,Natural gas,51.498903,-0.174897,London Heat & Power Company *,,,,
